Book_id,Book_name,Publication_date,Category_id,Author_id,Language,Book_description
3104,Psycholinguistics,2018-06-30,5003,1016,Hebrew,"This book examines the psychological processes underlying language acquisition, comprehension, and production."
3105,Language and Culture,2022-03-10,5018,1016,Hebrew,"An exploration of the interplay between language and culture, including linguistic relativity and cultural narratives."
3106,Introduction to Anthropology,2019-05-25,5061,1017,Italian,"An overview of the field of anthropology, covering cultural, social, and biological aspects of human societies."
3107,Cultural Anthropology,2020-11-18,5063,1017,Russian,"This book explores cultural anthropology, including kinship, religion, and economic systems in different societies."
3108,Biological Anthropology,2021-07-22,5044,1017,French,"An introduction to biological anthropology, covering human evolution, genetics, and primatology."
3109,Archaeology,2018-10-12,5174,1017,French,"This book covers the principles and methods of archaeology, including excavation techniques and artifact analysis."
3110,Linguistic Anthropology,2022-02-28,5081,1017,Hindi,"An exploration of linguistic anthropology, including language use, language change, and sociolinguistics."
3111,Introduction to Art History,2019-03-15,5041,1018,German,"An overview of art history, covering major periods, movements, and artists from ancient to modern times."
3112,Renaissance Art,2020-07-10,5087,1018,Hebrew,"This book explores the art of the Renaissance period, including key artists, works, and cultural influences."
3113,Modern Art,2021-05-25,5126,1018,French,"An introduction to modern art, covering movements such as Impressionism, Cubism, and Surrealism."
3114,Art Criticism,2018-09-30,5147,1018,Spanish,"This book examines the principles and methods of art criticism, including analysis and interpretation of artworks."
3115,Art and Society,2022-01-22,5105,1018,Spanish,"An exploration of the relationship between art and society, including the role of art in social and political contexts."
3116,Introduction to Astronomy,2019-02-18,5025,1019,Italian,"An overview of the field of astronomy, covering celestial objects, phenomena, and the universe's structure."
3117,Astrophysics,2020-10-05,5026,1019,German,"This book explores the principles of astrophysics, including the physics of stars, galaxies, and cosmology."
3118,Planetary Science,2021-06-12,5165,1019,German,"An introduction to planetary science, covering the formation and evolution of planets and moons."
3119,Observational Astronomy,2018-11-05,5012,1019,Hindi,"This book covers the methods and techniques used in observational astronomy, including telescopes and data analysis."
3120,Exoplanets,2022-02-20,5130,1019,Korean,"An exploration of exoplanets, including their detection, characteristics, and potential for life."
3121,Introduction to History,2019-01-22,5107,1020,Korean,An overview of major historical events and periods from ancient to modern times.
3122,Ancient Civilizations,2020-09-15,5120,1020,Spanish,"This book explores ancient civilizations, including Mesopotamia, Egypt, Greece, and Rome."
3123,Medieval Europe,2021-04-30,5007,1020,Japanese,"An introduction to medieval European history, covering the Middle Ages from the fall of Rome to the Renaissance."
3124,Modern World History,2018-08-20,5037,1020,German,"This book covers major events in modern world history, including the Industrial Revolution, World Wars, and globalization."
3125,History of the Middle East,2022-01-12,5027,1020,Hindi,"An exploration of the history of the Middle East, from ancient times to the present."
3126,Introduction to Sociology,2019-06-18,5048,1021,English,"An overview of the field of sociology, covering key concepts, theories, and research methods."
3127,Social Inequality,2020-11-25,5151,1021,Russian,"This book explores social inequality, including issues of race, class, and gender."
3128,Urban Sociology,2021-09-05,5097,1021,Hebrew,"An introduction to urban sociology, covering the development and structure of cities and urban life."
3129,Sociology of Religion,2018-10-30,5033,1021,Hebrew,"This book examines the relationship between religion and society, including the role of religion in social change."
3130,Sociology of Education,2022-02-15,5113,1021,Japanese,"An exploration of the sociological aspects of education, including educational inequality and policy."
3131,Introduction to Economics,2019-03-20,5089,1022,Spanish,"An overview of economic principles and concepts, covering microeconomics and macroeconomics."
3132,Microeconomics,2020-07-15,5166,1022,Korean,"This book explores the principles of microeconomics, including supply and demand, market structures, and consumer behavior."
3133,Macroeconomics,2021-11-30,5148,1022,French,"An introduction to macroeconomics, covering national income, inflation, unemployment, and fiscal policy."
3134,International Trade,2018-06-05,5074,1022,French,"This book examines the principles and theories of international trade, including trade policies and agreements."
3135,Development Economics,2022-03-12,5021,1022,Hindi,"An exploration of economic development, covering topics such as poverty, inequality, and economic growth."
3136,Introduction to Chemistry,2019-04-05,5161,1023,Hindi,"An overview of the field of chemistry, covering atomic structure, chemical bonding, and reactions."
3137,Analytical Chemistry,2020-10-20,5093,1023,Italian,"This book explores the principles and techniques of analytical chemistry, including spectroscopy and chromatography."
3138,Physical Chemistry,2021-06-25,5058,1023,Hebrew,"An introduction to physical chemistry, covering thermodynamics, kinetics, and quantum chemistry."
3139,Inorganic Chemistry,2018-11-15,5110,1023,Italian,"This book examines the principles of inorganic chemistry, including the chemistry of metals and nonmetals."
3140,Biochemistry,2022-02-28,5124,1023,English,"An overview of biochemistry, covering the structure and function of biomolecules and metabolic pathways."
3141,Introduction to Education,2019-08-20,5129,1024,Russian,"An overview of the field of education, covering educational theories, practices, and policies."
3142,Educational Psychology,2020-03-10,5013,1024,German,"This book explores the psychological principles of learning and teaching, including motivation and cognitive development."
3143,Curriculum Development,2021-05-22,5083,1024,French,"An introduction to curriculum development, covering the design, implementation, and evaluation of educational programs."
3144,Educational Leadership,2018-11-25,5155,1024,Japanese,"This book examines the principles and practices of educational leadership, including school administration and policy."
3145,Inclusive Education,2022-01-30,5123,1024,Chinese,"An exploration of inclusive education, covering strategies for supporting diverse learners in the classroom."
3146,Introduction to Sociology,2021-02-20,5048,1025,English,An introductory book that covers the basic concepts and theories in sociology.
3147,Social Movements,2022-06-18,5064,1025,English,A detailed analysis of various social movements and their impacts on society.
3148,Basic Economics,2019-03-15,5089,1026,English,A comprehensive guide to the basic principles and concepts of economics.
3149,Economic Policy,2021-11-05,5153,1026,Spanish,This book examines various economic policies and their effects on the economy.
3150,Introduction to Psychology,2020-09-15,5020,1027,English,An overview of the major concepts and theories in psychology.
3151,Abnormal Psychology,2022-03-30,5049,1027,Hindi,A comprehensive look at psychological disorders and their treatments.
3152,Introduction to Political Science,2018-07-12,5006,1028,Korean,An introductory text covering the basic concepts and theories in political science.
3153,Government and Politics,2020-01-20,5001,1028,Korean,This book explores the structures and functions of government and political institutions.
3154,Principles of Marketing,2019-05-15,5032,1029,German,An overview of the fundamental principles and strategies in marketing.
3155,Digital Marketing,2021-08-22,5157,1029,Hebrew,"This book covers the basics of digital marketing, including SEO, social media, and online advertising."
3156,Introduction to Biology,2018-11-10,5038,1030,Korean,An introductory text covering the basic concepts and theories in biology.
3157,Genetics,2020-05-05,5071,1030,English,A detailed exploration of genetic principles and their applications.
3158,Introduction to Chemistry,2019-07-20,5161,1031,Russian,An overview of the fundamental principles and concepts in chemistry.
3159,Organic Chemistry,2021-02-28,5076,1031,Chinese,A comprehensive guide to the principles and applications of organic chemistry.
3160,Introduction to Environmental Science,2020-09-15,5015,1032,German,"An introductory book on environmental science, covering ecosystems, biodiversity, and pollution."
3161,Climate Change,2022-03-10,5171,1032,German,This book explores the science behind climate change and its global impact.
3162,Introduction to Computer Science,2019-04-05,5141,1033,Spanish,An introductory text covering the fundamental concepts in computer science.
3163,Algorithms and Data Structures,2021-01-20,5084,1033,English,A comprehensive guide to algorithms and data structures.
3164,Introduction to Physics,2018-06-30,5168,1034,English,An overview of the basic principles and concepts in physics.
3165,Quantum Mechanics,2020-11-05,5109,1034,Spanish,A detailed exploration of the principles of quantum mechanics.
3166,Introduction to Law,2019-03-25,5095,1035,Italian,An introductory text covering the fundamental principles and concepts in law.
3167,Contract Law,2021-07-18,5016,1035,Hebrew,A comprehensive guide to the principles and applications of contract law.
3168,Introduction to Art History,2018-08-10,5041,1036,German,"An overview of major periods, movements, and artists in art history."
3169,Modern Art,2020-12-15,5126,1036,Russian,A detailed exploration of the major movements and artists in modern art.
3170,Introduction to Philosophy,2019-05-20,5133,1037,French,An overview of major philosophical concepts and thinkers from ancient to modern times.
3171,Ethics and Morality,2021-09-30,5136,1037,Chinese,This book explores the foundations of ethics and moral philosophy.
3172,Introduction to Anthropology,2020-02-15,5061,1038,Chinese,"An overview of the field of anthropology, covering cultural, social, and biological aspects of human societies."
3173,Cultural Anthropology,2022-07-25,5063,1038,Russian,"A detailed exploration of cultural anthropology, including kinship, religion, and economic systems."
3174,Introduction to Linguistics,2018-11-20,5022,1039,English,An introductory text covering the fundamental concepts and theories in linguistics.
3175,Sociolinguistics,2021-06-10,5005,1039,Italian,This book explores the relationship between language and society.
3176,Introduction to Astronomy,2019-01-30,5025,1040,German,"An overview of the field of astronomy, covering celestial objects and phenomena."
3177,Astrophysics,2021-12-20,5026,1040,French,A detailed exploration of the principles of astrophysics.
3178,Introduction to History,2019-04-25,5107,1041,German,An overview of major historical events and periods from ancient to modern times.
3179,Modern World History,2021-08-30,5037,1041,Chinese,This book covers major events in modern world history.
3180,Introduction to Business,2018-06-20,5090,1042,German,An introductory text covering the fundamental principles and concepts in business.
3181,Business Ethics,2020-12-10,5024,1042,Spanish,A comprehensive guide to ethical practices in the business world.
3182,Introduction to Education,2019-07-12,5129,1043,Hebrew,"An overview of the field of education, covering theories, practices, and policies."
3183,Educational Psychology,2021-02-28,5013,1043,Russian,This book explores the psychological principles of learning and teaching.
3184,Introduction to Engineering,2018-09-05,5094,1044,Hindi,An introductory text covering the fundamental principles and concepts in engineering.
3185,Mechanical Engineering,2020-03-25,5051,1044,Hindi,A detailed exploration of the principles and applications of mechanical engineering.
3186,Introduction to Environmental Science,2019-05-15,5015,1045,Spanish,"An introductory text on environmental science, covering ecosystems, biodiversity, and pollution."
3187,Sustainable Development,2021-08-20,5072,1045,German,This book explores the principles and practices of sustainable development.
3188,Introduction to Philosophy,2018-11-25,5133,1046,Hindi,An overview of major philosophical concepts and thinkers from ancient to modern times.
3189,Metaphysics,2020-07-10,5108,1046,French,A comprehensive guide to the principles and debates in metaphysics.
3190,Introduction to Political Science,2019-03-30,5006,1047,Chinese,An introductory text covering the basic concepts and theories in political science.
3191,International Relations,2021-11-25,5030,1047,German,This book explores the major theories and issues in international relations.
3192,Introduction to Sociology,2018-05-22,5048,1048,French,An introductory book that covers the basic concepts and theories in sociology.
3193,Urban Sociology,2020-09-10,5069,1048,Hindi,This book examines the development and structure of cities and urban life.
3194,Introduction to Psychology,2019-02-20,5020,1049,Russian,An overview of the major concepts and theories in psychology.
3195,Developmental Psychology,2021-06-15,5132,1049,Hebrew,This book explores human development across the lifespan.
3196,Introduction to Economics,2018-11-05,5089,1050,Japanese,An overview of economic principles and concepts.
3197,Microeconomics,2020-08-20,5166,1050,Italian,This book explores the principles of microeconomics.
3198,Introduction to History,2019-05-30,5107,1051,English,An overview of major historical events and periods.
3199,Medieval History,2021-09-05,5007,1051,Spanish,This book explores the history of the medieval period.
3200,Introduction to Chemistry,2018-10-10,5161,1052,Chinese,An overview of the basic principles and concepts in chemistry.
3201,Physical Chemistry,2020-12-15,5058,1052,Russian,A detailed exploration of the principles of physical chemistry.
3202,Introduction to Business,2019-03-25,5090,1053,Hebrew,An introductory text covering the fundamental principles and concepts in business.
3203,Business Management,2021-07-05,5079,1053,Japanese,This book explores the principles and practices of business management.
3204,Introduction to Engineering,2018-06-15,5094,1054,Italian,An introductory text covering the fundamental principles and concepts in engineering.
3205,Electrical Engineering,2020-11-22,5150,1054,Hebrew,A detailed exploration of the principles and applications of electrical engineering.
3206,Introduction to Environmental Science,2019-02-18,5015,1055,Hebrew,"An introductory book on environmental science, covering ecosystems, biodiversity, and pollution."
3207,Environmental Policy,2021-06-25,5059,1055,Japanese,This book examines environmental policies and regulations.
3208,Introduction to Art History,2018-09-12,5041,1056,French,"An overview of major periods, movements, and artists in art history."
3209,Contemporary Art,2020-12-20,5128,1056,Spanish,A detailed exploration of the major movements and artists in contemporary art.
3210,Introduction to Philosophy,2019-04-15,5133,1057,Spanish,An overview of major philosophical concepts and thinkers from ancient to modern times.
3211,Philosophy of Science,2021-10-05,5121,1057,Italian,This book explores the philosophical foundations of science.
3212,Introduction to Anthropology,2019-06-20,5061,1058,German,"An overview of the field of anthropology, covering cultural, social, and biological aspects of human societies."
3213,Archaeology,2021-09-30,5174,1058,Hebrew,This book covers the principles and methods of archaeology.
3214,Introduction to Linguistics,2018-11-22,5022,1059,Russian,An introductory text covering the fundamental concepts and theories in linguistics.
3215,Psycholinguistics,2021-07-18,5003,1059,Italian,This book examines the psychological processes underlying language.
3216,Introduction to Astronomy,2019-04-10,5025,1060,French,"An overview of the field of astronomy, covering celestial objects and phenomena."
3217,Observational Astronomy,2021-12-22,5012,1060,Spanish,This book covers the methods and techniques used in observational astronomy.
3218,Introduction to History,2019-01-12,5107,1061,Japanese,An overview of major historical events and periods.
3219,History of the Middle East,2021-06-25,5027,1061,Hindi,This book explores the history of the Middle East.
3220,Introduction to Business,2018-03-25,5090,1062,French,An introductory text covering the fundamental principles and concepts in business.
3221,Marketing Principles,2020-09-10,5032,1062,Russian,This book explores the fundamental principles and strategies in marketing.
3222,Introduction to Education,2019-05-05,5129,1063,Hebrew,"An overview of the field of education, covering theories, practices, and policies."
3223,Curriculum Design,2021-08-20,5083,1063,Spanish,This book explores the principles and practices of curriculum design.
3224,Introduction to Engineering,2018-04-15,5094,1064,Italian,An introductory text covering the fundamental principles and concepts in engineering.
3225,Civil Engineering,2020-10-05,5117,1064,German,A detailed exploration of the principles and applications of civil engineering.
3226,Introduction to Environmental Science,2019-07-18,5015,1065,Italian,"An introductory book on environmental science, covering ecosystems, biodiversity, and pollution."
3227,Environmental Chemistry,2021-12-15,5145,1065,Hindi,This book explores the chemical principles and processes in the environment.
3228,Introduction to Philosophy,2018-09-25,5133,1066,Italian,An overview of major philosophical concepts and thinkers from ancient to modern times.
3229,Philosophy of Mind,2020-12-10,5073,1066,Spanish,A comprehensive guide to the principles and debates in the philosophy of mind.
3230,Introduction to Sociology,2019-03-10,5048,1067,Japanese,An introductory book that covers the basic concepts and theories in sociology.
3231,Sociology of Health,2021-09-22,5119,1067,Japanese,This book explores the sociological aspects of health and illness.
3232,Introduction to Psychology,2018-05-30,5020,1068,French,An overview of the major concepts and theories in psychology.
3233,Cognitive Psychology,2020-11-18,5036,1068,Russian,This book explores the cognitive processes underlying human thought and behavior.
3234,Introduction to Economics,2019-06-25,5089,1069,Japanese,An overview of economic principles and concepts.
3235,Macroeconomics,2021-12-30,5148,1069,Spanish,This book explores the principles of macroeconomics.
3236,Introduction to History,2018-04-12,5107,1070,English,An overview of major historical events and periods.
3237,Modern European History,2020-08-25,5037,1070,Italian,This book explores the history of modern Europe.
3238,Introduction to Chemistry,2018-11-18,5161,1071,Spanish,An overview of the basic principles and concepts in chemistry.
3239,Analytical Chemistry,2021-03-15,5093,1071,Italian,This book explores the principles and techniques of analytical chemistry.
3240,Introduction to Business,2019-02-25,5090,1072,Italian,An introductory text covering the fundamental principles and concepts in business.
3241,Entrepreneurship,2021-06-30,5080,1072,English,This book explores the principles and practices of entrepreneurship.
3242,Introduction to Engineering,2018-07-25,5094,1073,Korean,An introductory text covering the fundamental principles and concepts in engineering.
3243,Mechanical Engineering,2020-11-15,5051,1073,Italian,A detailed exploration of the principles and applications of mechanical engineering.
3244,Introduction to Environmental Science,2019-05-12,5015,1074,Russian,"An introductory book on environmental science, covering ecosystems, biodiversity, and pollution."
3245,Climate Change and Sustainability,2021-09-28,5171,1074,Korean,This book explores the relationship between climate change and sustainable practices.
3246,Introduction to Philosophy,2018-10-10,5133,1075,Hindi,An overview of major philosophical concepts and thinkers from ancient to modern times.
3247,Ethics,2021-02-15,5136,1075,English,A comprehensive guide to the principles and theories of ethics.
3248,Introduction to Political Science,2019-01-18,5006,1076,Hebrew,An introductory text covering the basic concepts and theories in political science.
3249,Comparative Politics,2021-11-22,5143,1076,Hebrew,This book explores the political systems of different countries.
3250,Introduction to Sociology,2019-04-22,5048,1077,Spanish,An introductory book that covers the basic concepts and theories in sociology.
3251,Sociology of Education,2021-07-15,5113,1077,Spanish,This book explores the sociological aspects of education.
3252,Introduction to Psychology,2018-02-10,5020,1078,Hindi,An overview of the major concepts and theories in psychology.
3253,Abnormal Psychology,2020-08-05,5049,1078,Hindi,A comprehensive look at psychological disorders and their treatments.
